Codigo	Descripcion	Precio Costo	Precio Venta	Precio Mayoreo	Inventario	Inv. Minimo	Departamento
1002358	BUJIA D8EA FORTE	$1625.00	$3500.00	$0.00	14.00	0.000	- Sin Departamento -
2120	BUJIA D8EA NGK	$3000.00	$5500.00	$0.00	5.00	3	- Sin Departamento -
13	BUJIA D8EA NSP RX 150 CG125 CB650	$1160.00	$2500.00	$0.00	16.00	1	- Sin Departamento -
7112	BUJIA D8HA CORTA NGK	$2860.00	$4800.00	$0.00	12.00	0.000	- Sin Departamento -
1683	BUJIA W8DC 	$1150.00	$3000.00	$0.00	6.00	0.000	- Sin Departamento -
 ZV081	BULBO DE FRENO 110 OSAKA	$875.00	$2000.00	$0.00	2.00	0.000	- Sin Departamento -
1729	BULBO DE FRENO DELANTERO 110 	$1100.00	$2000.00	$0.00	10.00	0.000	- Sin Departamento -
1380	BULBO DE FRENO TRASERO 110 	$1460.00	$2500.00	$0.00	0.00	0.000	- Sin Departamento -
 ZV057	BURRO DE ARRANQUE DE 110 OSAAKA 	$35190.00	$52900.00	$0.00	1.00	0.000	- Sin Departamento -
1002368	CABLE ACELERADOR CBX250 TWISTER	$2340.00	$4000.00	$0.00	0.00	0.000	- Sin Departamento -
 SM00543	CABLE ACELERADOR FZ	$3015.00	$4800.00	$0.00	1.00	0.000	- Sin Departamento -
1002376	CABLE ACELERADOR HXR250 TORNADO 	$1950.00	$3900.00	$0.00	3.00	0.000	- Sin Departamento -
 NCRY2815	CABLE ACELERADOR NEW CRYPTON	$2080.00	$3500.00	$0.00	5.00	0.000	- Sin Departamento -
1002372	CABLE ACELERADOR SKUA 150/XR125/XLR	$1375.00	$2500.00	$0.00	7.00	0.000	- Sin Departamento -
1526	CABLE ACELERADOR SKUA/BROSS/XR GPG	$1940.00	$3500.00	$0.00	0.00	0.000	- Sin Departamento -
 CADEAC48	CABLE ACELERADOR SMASH DROCK 	$1500.00	$2800.00	$0.00	2.00	0.000	- Sin Departamento -
1002374	CABLE ACELERADOR TITAN2000/RX150 FORTE	$2130.00	$3600.00	$0.00	2.00	0.000	- Sin Departamento -
 SM0051	CABLE ACELERADOR UNIVERSAL 	$710.00	$1500.00	$0.00	17.00	0.000	- Sin Departamento -
 CACEL34	CABLE ACELERADOR YBR 125 OSAKA 	$2210.00	$3930.00	$0.00	0.00	1	- Sin Departamento -
1002384	CABLE ACELERADOR YBR125 	$2150.00	$3800.00	$0.00	18.00	0.000	- Sin Departamento -
1878	CABLE BUJIA DE COMPETICION NGK 	$9000.00	$18000.00	$0.00	3.00	0.000	- Sin Departamento -
1425	CABLE BUJIA UNIVERSAL X MTRS 	$1040.00	$2000.00	$0.00	2.00	0.000	- Sin Departamento -
1445	CABLE DE ACELERADOR CRYPTON 	$1460.00	$2500.00	$0.00	1.00	0.000	- Sin Departamento -
 CACEL35	CABLE DE ACELERADOR GILERA SMASH 110	$1105.00	$2500.00	$0.00	5.00	0.000	- Sin Departamento -
1002377	CABLE DE ACELERADOR GILERA SMASH FORTE 	$1240.00	$2500.00	$0.00	0.00	0.000	- Sin Departamento -
 CKM0385	CABLE DE ACELERADOR H CG TITAN 150 	$1453.00	$3000.00	$0.00	2.00	0.000	- Sin Departamento -
 CACEL15	CABLE DE ACELERADOR HONDA STORM 150 RX150	$3000.00	$4350.00	$0.00	2.00	2	- Sin Departamento -
 CADEAC22	CABLE DE ACELERADOR NS 200 DROK	$3840.00	$6500.00	$0.00	4.00	0.000	- Sin Departamento -
 CKM0150	CABLE DE ACELERADOR RX150 CON BOMBA	$2690.00	$4500.00	$0.00	5.00	0.000	- Sin Departamento -
 CACEL32	CABLE DE ACELERADOR RX150 OSAKA	$1500.00	$3200.00	$0.00	0.00	0.000	- Sin Departamento -
1557	CABLE DE ACELERADOR YBR 125 DROCK 	$2275.00	$3870.00	$0.00	4.00	0.000	- Sin Departamento -
46350	CABLE DE CEBADOR RX150 	$1730.00	$2900.00	$0.00	1.00	0.000	- Sin Departamento -
2296	CABLE DE CEBADOR SMASH OSAKA 	$1395.00	$2800.00	$0.00	4.00	0.000	- Sin Departamento -
 CEMBR190	CABLE DE EMBRAGUE CB190	$1950.00	$3800.00	$0.00	3.00	0.000	- Sin Departamento -
 CEMBR27	CABLE DE EMBRAGUE H STORM 125 	$1830.00	$3660.00	$0.00	3.00	0.000	- Sin Departamento -
35	CABLE DE EMBRAGUE H. CG TITAN 150 CKM	$1925.00	$3800.00	$0.00	10.00	1	- Sin Departamento -
 CEMBR07501	CABLE DE EMBRAGUE H.NXR 125 BROSS SKUA 150 Y 200	$2050.00	$3800.00	$0.00	1.00	0.000	- Sin Departamento -
 CEMBR04501	CABLE DE EMBRAGUE HXR 250 TORNADO 	$1950.00	$3500.00	$0.00	3.00	0.000	- Sin Departamento -
 CEMBR08501	CABLE DE EMBRAGUE NEW TITAN 150 	$2190.00	$3500.00	$0.00	2.00	0.000	- Sin Departamento -
 CEDECC14	CABLE DE EMBRAGUE NS200 DROCK	$2535.00	$4500.00	$0.00	5.00	0.000	- Sin Departamento -
1002398	CABLE DE EMBRAGUE RX150 TITAN 150 	$2125.00	$4000.00	$0.00	5.00	0.000	- Sin Departamento -
1002394	CABLE DE EMBRAGUE SKUA 150/XR125	$1575.00	$3500.00	$0.00	6.00	0.000	- Sin Departamento -
 CEMBR7	CABLE DE EMBRAGUE TITAN 150. RX150 OSAKA	$1560.00	$3800.00	$0.00	1.00	0.000	- Sin Departamento -
250	CABLE DE EMBRAGUE TWISTER 250 	$3060.00	$4500.00	$0.00	2.00	0.000	- Sin Departamento -
 CEMBR02401	CABLE DE EMBRAGUE TWSTER 250 	$2250.00	$4000.00	$0.00	2.00	0.000	- Sin Departamento -
1875	CABLE DE EMBRAGUE UNIVERSAL 	$400.00	$1000.00	$0.00	10.00	0.000	- Sin Departamento -
1556	CABLE DE EMBRAGUE YAMAHA YBR 125 DROCK 	$2600.00	$4420.00	$0.00	2.00	0.000	- Sin Departamento -
 CEMBR26	CABLE DE EMBRAGUE YAMAHA YBR 125 OSAKA	$3140.00	$4700.00	$0.00	1.00	0.000	- Sin Departamento -
1002405	CABLE DE EMBRAGUE YBR125 FORTE	$3920.00	$6000.00	$0.00	0.00	0.000	- Sin Departamento -
 CEMBR28	CABLE DE EMBRAGUE ZANELLA RX 150 OSAKA	$2470.00	$4320.00	$0.00	0.00	1	- Sin Departamento -
526090	CABLE DE FRENO BROS/XR/XLR/SKUA	$2345.00	$3950.00	$0.00	3.00	0.000	- Sin Departamento -
1002430	CABLE DE FRENO DELANTERO AX100 FORTE	$2860.00	$4590.00	$0.00	0.00	0.000	- Sin Departamento -
 6103A	CABLE DE FRENO GILERA SMASH GPG	$2075.00	$4000.00	$0.00	5.00	0.000	- Sin Departamento -
 CAFRE12	CABLE DE FRENO GILERA SMASH OSAKA	$1420.00	$3500.00	$0.00	1.00	1	- Sin Departamento -
1002428	CABLE DE FRENO H WAVE FORTE 	$1680.00	$3000.00	$0.00	3.00	0.000	- Sin Departamento -
58100	CABLE DE FRENO SKUA 150 GPG	$2520.00	$4100.00	$0.00	5.00	0.000	- Sin Departamento -
1002438	CABLE DE FRENO SMASH FORTE 	$1950.00	$4000.00	$0.00	9.00	0.000	- Sin Departamento -
1546	CABLE DE VELOCIMETRO CG TITAN 150 	$2600.00	$4500.00	$0.00	5.00	0.000	- Sin Departamento -
 NCRY	CABLE DE VELOCIMETRO CRYPTON NEW 	$2940.00	$4750.00	$0.00	5.00	0.000	- Sin Departamento -
 CAVEL04501	CABLE DE VELOCIMETRO H TORNADO 250	$2070.00	$3600.00	$0.00	3.00	0.000	- Sin Departamento -
 GIL315	CABLE DE VELOCIMETRO RX150 GPG	$2520.00	$4100.00	$0.00	1.00	0.000	- Sin Departamento -
 CAVEL05003	CABLE DE VELOCIMETRO WAVE OSAKA 	$1755.00	$3500.00	$0.00	7.00	0.000	- Sin Departamento -
 CEMBR200	CABLE EMBRAGUE FZ160	$3140.00	$5100.00	$0.00	0.00	0.000	- Sin Departamento -
1305	CABLE EMBRAGUE INTERIOR UNIVERSAL 	$630.00	$1000.00	$0.00	0.00	0.000	- Sin Departamento -
 CAVEL05001	CABLE VELOCIMETRO HONDA STORM	$2520.00	$4100.00	$0.00	3.00	0.000	- Sin Departamento -
1002452	CABLE VELOCIMETRO NEW CRYPTON FORTE	$2550.00	$4100.00	$0.00	5.00	0.000	- Sin Departamento -
1002443	CABLE VELOCIMETRO NXR/BROSS/XR125	$2100.00	$3400.00	$0.00	0.00	0.000	- Sin Departamento -
 CAVEL23	CABLE VELOCIMETRO SMASH 110 YAKAWA	$1860.00	$3500.00	$0.00	15.00	0.000	- Sin Departamento -
1224	CABLE VELOCIMETRO SMASH A DISCO SPARTA/OSAKA	$1430.00	$2900.00	$0.00	2.00	1	- Sin Departamento -
 CAVEL02401	CABLE VELOCIMETRO TWISTER 250 	$1800.00	$3500.00	$0.00	1.00	0.000	- Sin Departamento -
20751	CABLE VELOCIMETRO YBR 125 2000/2003	$3100.00	$4340.00	$0.00	3.00	1	- Sin Departamento -
 CAVEL20752	CABLE VELOCIMETRO YBR FACTOR	$1975.00	$3200.00	$0.00	5.00	0.000	- Sin Departamento -
1223	CADENA 420 X 112L REFORZADA OSAKA WAVE NEW	$6370.00	$12000.00	$0.00	0.00	0.000	- Sin Departamento -
 ACT133	CADENA 428G136L DORADA REFORZADA	$12000.00	$18000.00	$0.00	0.00	1	- Sin Departamento -
 ACT130	CADENA 428GX110L DORADA REFORZADA	$9000.00	$13500.00	$0.00	0.00	0.000	- Sin Departamento -
1004076	CADENA 428H X 134 DORADA FORTE 	$9620.00	$15600.00	$0.00	1.00	0.000	- Sin Departamento -
1348	CADENA 428H X 136L OSAKA REFORZADA 	$7810.00	$14100.00	$0.00	0.00	0.000	- Sin Departamento -
1302	CADENA 428H x 110L KATANA	$5630.00	$9000.00	$0.00	0.00	0.000	- Sin Departamento -
1004073	CADENA 428HX110L DORADA FORTE 	$8970.00	$14300.00	$0.00	0.00	0.000	- Sin Departamento -
1004074	CADENA 428HX118 DORADA FORTE 	$7670.00	$13800.00	$0.00	1.00	0.000	- Sin Departamento -
1375	CADENA 428HX118 DORADA OSAKA 	$8720.00	$13600.00	$0.00	4.00	0.000	- Sin Departamento -
 ACT121	CADENA 428HX118L NEGRA REFORZADA	$6955.00	$11500.00	$0.00	16.00	0.000	- Sin Departamento -
1004059	CADENA 428HX118L REFORZADA FORTE	$6050.00	$11000.00	$0.00	0.00	0.000	- Sin Departamento -
 ACT131	CADENA 428HX118L REINF	$3950.00	$7950.00	$0.00	4.00	0.000	- Sin Departamento -
 ACT123	CADENA 428HX136L NEGRA REFORZADA RAION NITRO	$8046.00	$13000.00	$0.00	4.00	0.000	- Sin Departamento -
 ACT120	CADENA 428Hx110L NEGRA REFORZADA NITRO	$9720.00	$13800.00	$0.00	0.00	1	- Sin Departamento -
 ACT122	CADENA 428Hx130L NITRO REFORZADA	$7440.00	$11000.00	$0.00	0.00	0.000	- Sin Departamento -
1004057	CADENA 428X110L FORTE NG	$5000.00	$8000.00	$0.00	1.00	0.000	- Sin Departamento -
 ACT100	CADENA 428X110L NEGRA	$5600.00	$9000.00	$0.00	0.00	1	- Sin Departamento -
 ACT101	CADENA 428X118L NEGRA 	$8750.00	$13200.00	$0.00	6.00	1	- Sin Departamento -
 ACT103	CADENA 428X136L NEGRA 	$11170.00	$16700.00	$0.00	2.00	1	- Sin Departamento -
1210	CADENA 428x110L RAION	$4980.00	$9000.00	$0.00	30.00	0.000	- Sin Departamento -
 PG105000002	CADENA 520H - 120 PAG	$16425.00	$27000.00	$0.00	2.00	0.000	- Sin Departamento -
1004070	CADENA 520H-118 FORTE CON ORING 	$38350.00	$61000.00	$0.00	1.00	0.000	- Sin Departamento -
1703	CADENA 520HX108 DORADA DROCK 	$37570.00	$60100.00	$0.00	0.00	0.000	- Sin Departamento -
1004069	CADENA 520HX118 FORTE 	$12265.00	$22000.00	$0.00	5.00	0.000	- Sin Departamento -
1366	CADENA DE ARRANQUE 25HX62	$2230.00	$3800.00	$0.00	4.00	0.000	- Sin Departamento -
1740	CADENA DE DISTRIBUCION 25H84L DID	$3650.00	$5900.00	$0.00	0.00	0.000	- Sin Departamento -
1003398	CADENA DE DISTRIBUCION 25H84L FORTE 	$1755.00	$4000.00	$0.00	17.00	0.000	- Sin Departamento -
25	CADENA DE DISTRIBUCION 25H84L JAHF	$1755.00	$4000.00	$0.00	30.00	0.000	- Sin Departamento -
 PG103200001	CADENA DE DISTRIBUCION 25HX84L PAG	$4000.00	$8000.00	$0.00	18.00	0.000	- Sin Departamento -
1793	CADENA DE DISTRIBUCION 25HX84L WSTANDARD	$6417.00	$11200.00	$0.00	1.00	0.000	- Sin Departamento -
1003400	CADENA DE DISTRIBUCION 25HX90 FORTE 	$2930.00	$4900.00	$0.00	10.00	0.000	- Sin Departamento -
 Z573010	CADENA DE DISTRIBUCION 25HX90L FAR	$2450.00	$4500.00	$0.00	2.00	0.000	- Sin Departamento -
1792	CADENA DE DISTRIBUCION 25HX90L WSTANDARD 	$7100.00	$11500.00	$0.00	1.00	0.000	- Sin Departamento -
1217	CADENA DE DISTRIBUCION 404HX86L OASKA CRYPTON 	$3380.00	$6000.00	$0.00	9.00	0.000	- Sin Departamento -
1219	CADENA DE DISTRIBUCION 404HX90L YBR125 XTZ125	$2230.00	$6890.00	$0.00	4.00	2	- Sin Departamento -
1559	CADENA DE DISTRIBUCION 404HX92L BIZ 125	$2990.00	$5090.00	$0.00	4.00	0.000	- Sin Departamento -
1558	CADENA DE DISTRIBUCION 404X94L TITAN 	$3630.00	$5900.00	$0.00	5.00	0.000	- Sin Departamento -
 SM003	CADENA DE DISTRIBUCION 409HX102L TWISTER 	$10330.00	$16600.00	$0.00	5.00	0.000	- Sin Departamento -
 HD06	CADENA DE DISTRIBUCION CHOHO 25H84L	$5890.00	$9500.00	$0.00	0.00	0.000	- Sin Departamento -
1291	CADENA DE DISTRIBUCION XTZ/ FAZER 404X104 	$2980.00	$4500.00	$0.00	1.00	0.000	- Sin Departamento -
 DX103200001	CADENA DISTRIBUCION 84L DERX	$1950.00	$4000.00	$0.00	8.00	0.000	- Sin Departamento -
1415	CAJA FILTRO DE AIRE SMASH 	$7150.00	$12000.00	$0.00	1.00	0.000	- Sin Departamento -
1491	CALCO KIT HONDA WAVE 	$5600.00	$9500.00	$0.00	0.00	0.000	- Sin Departamento -
63	CAMARA 110 90 13 MAXFORZA 	$2175.00	$9000.00	$0.00	6.00	3	- Sin Departamento -
61	CAMARA 110 90 17 MAXFORZA	$3950.00	$7000.00	$0.00	0.00	0.000	- Sin Departamento -
58	CAMARA 2.75 300 14 MOTOR 1	$2275.00	$4500.00	$0.00	48.00	1	- Sin Departamento -
60	CAMARA 250 275 17	$2100.00	$4500.00	$0.00	94.00	1	- Sin Departamento -
59	CAMARA 275 300 18 ATLANTIC/KITSUME	$2480.00	$4500.00	$0.00	39.00	0.000	- Sin Departamento -
64	CAMARA 275/300 21 	$3185.00	$6000.00	$0.00	14.00	0.000	- Sin Departamento -
65	CAMARA 400 18 	$4185.00	$7000.00	$0.00	11.00	0.000	- Sin Departamento -
1645	CAMARA 400/410 X  17 	$4300.00	$7000.00	$0.00	11.00	0.000	- Sin Departamento -
1005803	CAMARA 450X18 FORTE 	$4630.00	$7500.00	$0.00	0.00	0.000	- Sin Departamento -
62	CAMARA 90 90 19 MAXFORZA	$2050.00	$7200.00	$0.00	0.00	3	- Sin Departamento -
 CAMWA	CAMPANA EMBRAGUE WAVE OSAKA	$24500.00	$39000.00	$0.00	0.00	0.000	- Sin Departamento -
1492	CANASTA DE EMBRAGUE COMPLETA H WAVE	$37100.00	$59400.00	$0.00	1.00	0.000	- Sin Departamento -
 Z018	CANASTA DE EMBRAGUE RX150 	$28125.00	$44840.00	$0.00	2.00	0.000	- Sin Departamento -
1484	CANDADO ARTICULADO 1200 X 22MM 	$6215.00	$13000.00	$0.00	1.00	0.000	- Sin Departamento -
1485	CANDADO BICI 	$2470.00	$4500.00	$0.00	2.00	0.000	- Sin Departamento -
1667	CANDADO GEDEON 	$8000.00	$14000.00	$0.00	1.00	0.000	- Sin Departamento -
1408	CANILLA DE NAFTA 110 	$2600.00	$4200.00	$0.00	1.00	0.000	- Sin Departamento -
1753	CANILLA DE NAFTA AEREA UNIVERSAL	$2070.00	$3350.00	$0.00	2.00	0.000	- Sin Departamento -
16	CANILLA DE NAFTA H CG TITAN OSAKA	$2160.00	$4000.00	$0.00	2.00	0.000	- Sin Departamento -
1003469	CANILLA NAFTA BIZ100- SMASH 110 	$1450.00	$2600.00	$0.00	0.00	0.000	- Sin Departamento -
1306	CAPTOR ESTATOR CON CABLE 110 	$1630.00	$3500.00	$0.00	9.00	0.000	- Sin Departamento -
1621	CAPUCHON BUJIA ROJO 	$910.00	$2000.00	$0.00	2.00	0.000	- Sin Departamento -
1002365	CAPUCHON DE BUJIA 110 OSAKA 	$490.00	$1300.00	$0.00	28.00	1	- Sin Departamento -
 CF6003	CAPUCHON DE BUJIA TWISTER/TORNADO 250	$3690.00	$6000.00	$0.00	3.00	0.000	- Sin Departamento -
1662	CAPUCHON DE BUJIA YBR 125	$1200.00	$2000.00	$0.00	5.00	0.000	- Sin Departamento -
1349	CARBON DE ARRANQUE RX150/TITAN X4	$2100.00	$3300.00	$0.00	2.00	0.000	- Sin Departamento -
 CAR1016	CARBURADOR 110 SMASH OSAKA	$13750.00	$23000.00	$0.00	0.00	0.000	- Sin Departamento -
1849	CARBURADOR CORTINA PLANA 30MM 	$29000.00	$58000.00	$0.00	1.00	0.000	- Sin Departamento -
1850	CARBURADOR CORTINA PLANA 32MM 	$28000.00	$56000.00	$0.00	2.00	0.000	- Sin Departamento -
1009099	CARBURADOR CORTINA REDONDA 28MM 	$31000.00	$59000.00	$0.00	0.00	0.000	- Sin Departamento -
1462	CARBURADOR DAKAR 200 OSAKA SIN BOMBA	$21350.00	$34200.00	$0.00	2.00	0.000	- Sin Departamento -
 Z170007	CARBURADOR H BIZ C100	$21580.00	$34600.00	$0.00	1.00	0.000	- Sin Departamento -
 RES394	CARBURADOR RX/SKUA 150 BHI SIN BOMBA	$13940.00	$23000.00	$0.00	0.00	0.000	- Sin Departamento -
 G1033MT	CARBURADOR SMASH 110 CILBRAKE PREMIUM	$14900.00	$25000.00	$0.00	0.00	1	- Sin Departamento -
 Z170009	CARBURADOR SMASH 110 FAR 	$19500.00	$31200.00	$0.00	3.00	0.000	- Sin Departamento -
1495	CARBURADOR SMASH 110 GX	$17550.00	$28100.00	$0.00	1.00	0.000	- Sin Departamento -
1644	CARBURADOR TITAN 150 YAKAWA	$24600.00	$39400.00	$0.00	3.00	0.000	- Sin Departamento -
10025244	CARBURADOR ZANELLA RX SKUA FORTE	$17000.00	$28000.00	$0.00	1.00	0.000	- Sin Departamento -
1469	CARENADO LATERAL DERECHO NEGRO 	$13650.00	$21900.00	$0.00	0.00	0.000	- Sin Departamento -
1470	CARENADO LATERAL IZQUIERDO NEGRO	$13650.00	$21800.00	$0.00	0.00	0.000	- Sin Departamento -
1841	CASCO ENDURO FOX	$50000.00	$100000.00	$0.00	1.00	0.000	- Sin Departamento -
1840	CASCO IBK 	$75000.00	$135000.00	$0.00	2.00	0.000	- Sin Departamento -
1842	CASCO INDUMA/HRO	$75000.00	$145000.00	$0.00	2.00	0.000	- Sin Departamento -
1888	CASCO ONE TALLE L 	$75000.00	$135000.00	$0.00	0.00	0.000	- Sin Departamento -
1637	CASCO TAMASHI 	$21260.00	$34000.00	$0.00	0.00	0.000	- Sin Departamento -
1839	CASCO TRUENO 	$50000.00	$95000.00	$0.00	1.00	0.000	- Sin Departamento -
1002834	CDI 4 PINS FORTE	$7850.00	$11850.00	$0.00	1.00	0.000	- Sin Departamento -
 CDITR	CDI 4 PINS OSAKA	$4235.00	$8500.00	$0.00	4.00	0.000	- Sin Departamento -
 CKM0139	CDI 5 PINES C/AVANCE CKM	$2925.00	$7300.00	$0.00	1.00	0.000	- Sin Departamento -
 CD2011	CDI 5 PINS SMASH BIZ 110 YAKAWA	$3290.00	$6500.00	$0.00	3.00	1	- Sin Departamento -
1002835	CDI 5 TERMINALES SMASH FORTE	$3910.00	$7000.00	$0.00	1.00	0.000	- Sin Departamento -
 RE129	CDI 6 CONTACTOS SPARTA	$4715.00	$8000.00	$0.00	0.00	0.000	- Sin Departamento -
 NWCDI	CDI 6 PINES WAVE NEW 	$8510.00	$13900.00	$0.00	1.00	0.000	- Sin Departamento -
1006280	CDI 6 PINS DAKAR200 CG125 FORTE 	$4050.00	$8400.00	$0.00	1.00	0.000	- Sin Departamento -
1830	CDI PROGRAMABLE 	$9000.00	$22500.00	$0.00	2.00	0.000	- Sin Departamento -
 CKM0374	CDI YAMAHA CRYPTON 7 CABLES 	$18995.00	$30400.00	$0.00	1.00	0.000	- Sin Departamento -
34400	CDI ZANELLA RX 150-SKUA OSAKA	$4075.00	$8000.00	$0.00	2.00	1	- Sin Departamento -
 CKM0803	CENTRIFUGO COMPLETO SMASH ESTRIA GRANDE  	$25470.00	$40800.00	$0.00	0.00	0.000	- Sin Departamento -
 F313	CENTRIFUGO COMPLETO SMASH OSAKA 	$26650.00	$42500.00	$0.00	2.00	0.000	- Sin Departamento -
259	CENTRIFUGO H BIZ100 SOLO 	$17550.00	$28100.00	$0.00	3.00	0.000	- Sin Departamento -
 CKM0345	CENTRIFUGO MAS CAMPANA WAVE NEW	$35520.00	$53000.00	$0.00	0.00	0.000	- Sin Departamento -
1464	CERRADURA BAUL SMASH 	$5270.00	$7900.00	$0.00	6.00	0.000	- Sin Departamento -
1230	CERRADURA DE BAUL WAVE 	$3720.00	$5600.00	$0.00	0.00	0.000	- Sin Departamento -
1857	CIGUEÑAL COMPLETO H WAVE	$31890.00	$52000.00	$0.00	1.00	0.000	- Sin Departamento -
 Z056966	CILINDRO 50MM ALUMINIO  FAR RL SMASH	$28000.00	$56500.00	$0.00	0.00	0.000	- Sin Departamento -
1754	CILINDRO 50MM SMASH/WAVE OSAKA	$27500.00	$43000.00	$0.00	1.00	0.000	- Sin Departamento -
1003410	CILINDRO COMPLETO GILERA SMASH 52,5 ALUMINIO FORTE	$27490.00	$45000.00	$0.00	5.00	0.000	- Sin Departamento -
1003412	CILINDRO GILERA SMASH 50MM R.LARGO COMPLETO FORTE	$32684.00	$56400.00	$0.00	0.00	0.000	- Sin Departamento -
1003409	CILINDRO GILERA SMASH 52,5 HIERRO KM POWER	$25000.00	$40000.00	$0.00	1.00	0.000	- Sin Departamento -
1003413	CILINDRO GILERA SMASH WAVE 50MM HIERRO CORTO 	$26540.00	$43000.00	$0.00	0.00	0.000	- Sin Departamento -
1003415	CILINDRO H TITAN 150 C/PISTON Y JUNTA FORTE	$42250.00	$67600.00	$0.00	2.00	0.000	- Sin Departamento -
1006383	CILINDRO H WAVE S ALUMINIO FORTE	$26140.00	$45000.00	$0.00	2.00	0.000	- Sin Departamento -
1006382	CILINDRO HONDA BIZ 125 FORTE	$35000.00	$56000.00	$0.00	0.00	0.000	- Sin Departamento -
 KILCRX13	CILINDRO RX/SKUA OSAKA 	$36500.00	$58400.00	$0.00	2.00	0.000	- Sin Departamento -
1003411	CILINDRO SMASH BIT 52,4MM HIERRO C/PISTON Y JUNTA FORTE	$26950.00	$43200.00	$0.00	1.00	0.000	- Sin Departamento -
803060	CILINDRO YAMAHA CRYPTON ALUMINIO 	$37940.00	$60700.00	$0.00	0.00	0.000	- Sin Departamento -
1006381	CILINDRO YAMAHA NEW CRYPTON FORTE	$36980.00	$63480.00	$0.00	1.00	0.000	- Sin Departamento -
1003416	CILINDRO YAMAHA YBR 125 C/PISTON Y JUNTA FORTE	$22280.00	$65550.00	$0.00	0.00	0.000	- Sin Departamento -
 KITCILYBR	CILINDRO YAMAHA YBR 125 OSAKA	$49250.00	$73000.00	$0.00	0.00	0.000	- Sin Departamento -
1003408	CILINDRO ZANELLA RX 150/SKUA150 C PISTON Y JUNTA FORTE	$20180.00	$67000.00	$0.00	0.00	0.000	- Sin Departamento -
1214	CINTA AISLADORA 20 METROS RAPIFIX	$530.00	$1500.00	$0.00	14.00	0.000	- Sin Departamento -
1307	CINTA AISLADORA 5MTRS 	$440.00	$1000.00	$0.00	26.00	0.000	- Sin Departamento -
1708	CINTA PARA LLANTAS 	$4500.00	$7200.00	$0.00	1.00	0.000	- Sin Departamento -
1647	CODO ADMISION CG125 	$4440.00	$7200.00	$0.00	2.00	0.000	- Sin Departamento -
 SM0374	CODO ADMISION GILERA SMASH 	$4225.00	$6900.00	$0.00	2.00	0.000	- Sin Departamento -
1002528	CODO ADMISION TITAN 150 FORTE	$4440.00	$6680.00	$0.00	1.00	0.000	- Sin Departamento -
 RJ011	CODO DE ADMISION BROSS CON CATALIZADOR 	$5315.00	$8500.00	$0.00	1.00	0.000	- Sin Departamento -
 CODTOR	CODO DE ADMISION H TWISTER/TORNADO 250	$4740.00	$7600.00	$0.00	2.00	0.000	- Sin Departamento -
3140	CODO DE ADMISION NEW TITAN 	$5050.00	$8100.00	$0.00	2.00	0.000	- Sin Departamento -
29	CODO DE ADMISION SKUA/RX	$3340.00	$6000.00	$0.00	3.00	0.000	- Sin Departamento -
 RJ003	CODO DE ADMISION YBR 125 C/ CATALIZADOR	$4695.00	$7500.00	$0.00	4.00	0.000	- Sin Departamento -
1274	CODO GOMA 110 SILICONADO 	$650.00	$1500.00	$0.00	11.00	0.000	- Sin Departamento -
1295	CODO GOMA WAVE SILICONADO 	$642.00	$1500.00	$0.00	2.00	0.000	- Sin Departamento -
1851	COMANDO ACELERADOR ACERBI C/ REGULADOR 	$35000.00	$56000.00	$0.00	2.00	0.000	- Sin Departamento -
1852	COMANDO DE ACELERADOR LISOS 	$30000.00	$49000.00	$0.00	1.00	0.000	- Sin Departamento -
1519	COMANDO DE ARRANQUE H WAVE DERECHO 	$3580.00	$6100.00	$0.00	0.00	0.000	- Sin Departamento -
1520	COMANDO DE LUCES WAVE IZQUIERDO 	$11250.00	$18000.00	$0.00	0.00	0.000	- Sin Departamento -
1002818	COMANDO DERECHO H TITAN WAVE FORTE	$4160.00	$7490.00	$0.00	0.00	1	- Sin Departamento -
1002828	COMANDO DERECHO HONDA STORM FORTE 	$5530.00	$10900.00	$0.00	2.00	0.000	- Sin Departamento -
1002827	COMANDO DERECHO YAMAHA CRYPTON 	$12130.00	$19500.00	$0.00	2.00	0.000	- Sin Departamento -
 SM0073	COMANDO DERECHO ZANELLA RX 150 	$10310.00	$16600.00	$0.00	2.00	0.000	- Sin Departamento -
1441	COMANDO ELEC IZQUIERDO TITAN 150 Wave	$10800.00	$17300.00	$0.00	0.00	0.000	- Sin Departamento -
 SM007	COMANDO ELECTRONICO IZQ RX150	$10180.00	$16800.00	$0.00	0.00	0.000	- Sin Departamento -
 RES441	COMANDO ELECTRONICO IZQUIERDO YBR 125 	$6960.00	$11900.00	$0.00	1.00	0.000	- Sin Departamento -
1002809	COMANDO ELECTRONICO NXR125 FORTE	$3890.00	$7200.00	$0.00	2.00	0.000	- Sin Departamento -
1004897	COMANDO ELECTRONICO SKUA CON BALIZA 	$3750.00	$8200.00	$0.00	0.00	0.000	- Sin Departamento -
1895	COMANDO IZQUIERDO H STORM 	$9100.00	$14600.00	$0.00	2.00	0.000	- Sin Departamento -
1002829	COMANDO IZQUIERDO H STORM FORTE	$5960.00	$10300.00	$0.00	1.00	0.000	- Sin Departamento -
1674	COMANDO IZQUIERDO YAMAHA CRYPTON 	$12350.00	$19800.00	$0.00	1.00	0.000	- Sin Departamento -
1002833	COMANDO IZQUIERDO ZANELLA RX 150 FORTE	$5815.00	$11200.00	$0.00	2.00	0.000	- Sin Departamento -
