Codigo	Descripcion	Precio Costo	Precio Venta	Precio Mayoreo	Inventario	Inv. Minimo	Departamento
3309	CORONA DE BENDIX 	$9230.00	$14770.00	$0.00	0.00	0.000	- Sin Departamento -
 FM212	CORONA DE DISTRIBUCION 28T	$1250.00	$3000.00	$0.00	5.00	0.000	- Sin Departamento -
27	CORONA DE DISTRIUCION 32T	$1570.00	$2600.00	$0.00	8.00	0.000	- Sin Departamento -
 HT150	CORONA Y PINON CG TITAN 150  43T-16T OSAKA	$6070.00	$10900.00	$0.00	0.00	1	- Sin Departamento -
 YBR125	CORONA Y PINON YAMAHA YBR 125  CILBRAKE	$6250.00	$11500.00	$0.00	0.00	1	- Sin Departamento -
 KCP126	CORONA Y PIÑON BAJAJ 200 OSAKA NS200	$7140.00	$14000.00	$0.00	4.00	0.000	- Sin Departamento -
1004090	CORONA Y PIÑON BIZ 100 	$5500.00	$11000.00	$0.00	1.00	0.000	- Sin Departamento -
1004091	CORONA Y PIÑON BIZ 125 34T 14T FORTE	$4790.00	$8000.00	$0.00	1.00	0.000	- Sin Departamento -
1764	CORONA Y PIÑON BIZ 125 OSAKA	$4900.00	$10800.00	$0.00	3.00	0.000	- Sin Departamento -
1004104	CORONA Y PIÑON BROSS / XR125 150 FORTE	$7560.00	$15200.00	$0.00	2.00	0.000	- Sin Departamento -
 KT531	CORONA Y PIÑON BROSS/ XR125 	$8330.00	$17500.00	$0.00	0.00	0.000	- Sin Departamento -
1006188	CORONA Y PIÑON CB190 FORTE	$6400.00	$12000.00	$0.00	5.00	0.000	- Sin Departamento -
 KCP121	CORONA Y PIÑON CBX 250 TWISTTER	$12140.00	$19500.00	$0.00	3.00	0.000	- Sin Departamento -
1004099	CORONA Y PIÑON CG TITAN 150 FORTE 	$6260.00	$12000.00	$0.00	6.00	0.000	- Sin Departamento -
1555	CORONA Y PIÑON CG TITAN OSAKA	$5640.00	$10200.00	$0.00	0.00	0.000	- Sin Departamento -
1735	CORONA Y PIÑON CORVEN TRIAX COBBER	$7610.00	$13000.00	$0.00	2.00	0.000	- Sin Departamento -
1004093	CORONA Y PIÑON H CB1 FORTE 	$5360.00	$10800.00	$0.00	4.00	0.000	- Sin Departamento -
1004112	CORONA Y PIÑON H TORNADO FORTE	$7290.00	$15000.00	$0.00	4.00	0.000	- Sin Departamento -
 KT520	CORONA Y PIÑON H. BIZ 100 DORADA	$6222.00	$11000.00	$0.00	4.00	0.000	- Sin Departamento -
1004105	CORONA Y PIÑON H. STORM BOMBE	$5850.00	$11500.00	$0.00	0.00	0.000	- Sin Departamento -
 KCP336	CORONA Y PIÑON NEW WAVE 110S OSAKA	$3615.00	$9500.00	$0.00	6.00	1	- Sin Departamento -
 KT530E	CORONA Y PIÑON NEW WAVE NITRO 	$5470.00	$10800.00	$0.00	0.00	0.000	- Sin Departamento -
1790	CORONA Y PIÑON ROUSER160	$7415.00	$12000.00	$0.00	3.00	0.000	- Sin Departamento -
1004131	CORONA Y PIÑON SKUA 150 FORTE 	$6800.00	$12500.00	$0.00	5.00	0.000	- Sin Departamento -
 KT538	CORONA Y PIÑON SKUA 150 NITRO DORADA	$7690.00	$14500.00	$0.00	1.00	0.000	- Sin Departamento -
1398	CORONA Y PIÑON SKUA OSAKA	$8270.00	$13300.00	$0.00	0.00	0.000	- Sin Departamento -
1004106	CORONA Y PIÑON SMASH 110 FORTE 	$3650.00	$8000.00	$0.00	0.00	0.000	- Sin Departamento -
 KT509E	CORONA Y PIÑON SMASH 110 Nitro	$4640.00	$8000.00	$0.00	2.00	1	- Sin Departamento -
 GS100	CORONA Y PIÑON SMASH 110 OFERTA	$3870.00	$6000.00	$0.00	27.00	0.000	- Sin Departamento -
1004124	CORONA Y PIÑON SMASH FORTE 	$3495.00	$7500.00	$0.00	13.00	0.000	- Sin Departamento -
1004097	CORONA Y PIÑON TITAN 2000 44T-14T	$6290.00	$14700.00	$0.00	1.00	1	- Sin Departamento -
 KT523	CORONA Y PIÑON TITAN 2000 NITRO 	$7125.00	$12300.00	$0.00	2.00	0.000	- Sin Departamento -
1005690	CORONA Y PIÑON WAVE NEW P/428 	$4710.00	$9000.00	$0.00	2.00	0.000	- Sin Departamento -
1820	CORONA Y PIÑON XTZ 125 	$6690.00	$11380.00	$0.00	3.00	0.000	- Sin Departamento -
 CRIPT	CORONA Y PIÑON YAMAHA CRYPTON / OSAKA 	$5320.00	$9200.00	$0.00	1.00	0.000	- Sin Departamento -
1004118	CORONA Y PIÑON YAMAHA CRYPTON FORTE 	$5080.00	$9000.00	$0.00	1.00	0.000	- Sin Departamento -
1736	CORONA Y PIÑON YAMAHA CRYPTON RAION	$4505.00	$8000.00	$0.00	4.00	0.000	- Sin Departamento -
1004119	CORONA Y PIÑON YAMAHA FZ FORTE	$5530.00	$10000.00	$0.00	0.00	0.000	- Sin Departamento -
1004122	CORONA Y PIÑON YAMAHA XTZ125 	$7670.00	$15850.00	$0.00	1.00	0.000	- Sin Departamento -
1004120	CORONA Y PIÑON YBR 125 FORTE	$6360.00	$10200.00	$0.00	4.00	0.000	- Sin Departamento -
1399	CORONA Y PIÑON YBR 125 OSAKA	$5660.00	$9900.00	$0.00	1.00	0.000	- Sin Departamento -
 GS102	CORONA Y PIÑON ZANELLA RX 150 REINF	$3975.00	$7950.00	$0.00	4.00	0.000	- Sin Departamento -
1004133	CORONA Y PIÑON ZANELLA RX150 FORTE	$4850.00	$10300.00	$0.00	3.00	0.000	- Sin Departamento -
1004135	CORONA Y PIÑON ZANELLA ZR/DAKAR200	$8000.00	$13600.00	$0.00	2.00	0.000	- Sin Departamento -
1876	CORTA CADENA UNIVERSAL	$8815.00	$14100.00	$0.00	2.00	0.000	- Sin Departamento -
1396	CREE LED S6 22000L	$5990.00	$11000.00	$0.00	5.00	0.000	- Sin Departamento -
1768	CRELED 28000LM H4 REVOLUCION 	$5790.00	$11000.00	$0.00	13.00	0.000	- Sin Departamento -
 RXH4	CRELED H4 MINI LED NITROLED 	$4320.00	$7000.00	$0.00	8.00	0.000	- Sin Departamento -
1696	CRELED MINI 2 CARAS/ 3 POSICION 	$9260.00	$13900.00	$0.00	0.00	0.000	- Sin Departamento -
 PI150	CRISTO INFERIOR WAVE OSAKA	$28180.00	$45100.00	$0.00	0.00	0.000	- Sin Departamento -
 ZV026	CRISTO INFFERIOR SMASH C/VELA OSAKA	$28170.00	$45100.00	$0.00	1.00	0.000	- Sin Departamento -
1822	CRISTO SUPERIOR SMASH 110	$16135.00	$25900.00	$0.00	2.00	0.000	- Sin Departamento -
1002739	CUBIERTA  275 18 JOURNEY	$27500.00	$42000.00	$0.00	3.00	0.000	- Sin Departamento -
1002795	CUBIERTA  410 X 18 CON TACOS KINGSTONE	$47600.00	$76200.00	$0.00	1.00	0.000	- Sin Departamento -
1615	CUBIERTA 100-80-17 ATLANTIC	$28145.00	$48000.00	$0.00	3.00	0.000	- Sin Departamento -
69	CUBIERTA 110 90 17 KINGTONE	$45850.00	$73400.00	$0.00	1.00	0.000	- Sin Departamento -
1639	CUBIERTA 130 70 17 	$45080.00	$73000.00	$0.00	1.00	0.000	- Sin Departamento -
1690	CUBIERTA 225 16 	$17550.00	$28000.00	$0.00	1.00	0.000	- Sin Departamento -
1787	CUBIERTA 250 17 Con Tacos	$27900.00	$45000.00	$0.00	0.00	0.000	- Sin Departamento -
1002732	CUBIERTA 250 17 JOURNEY	$14950.00	$23000.00	$0.00	10.00	0.000	- Sin Departamento -
1405	CUBIERTA 250 17 RUSTONE LINEAL 	$14335.00	$23000.00	$0.00	15.00	0.000	- Sin Departamento -
1002734	CUBIERTA 275 - 14 JOURNEY	$14890.00	$25000.00	$0.00	23.00	0.000	- Sin Departamento -
1367	CUBIERTA 275 - 17 RUSTONE 	$19900.00	$32000.00	$0.00	10.00	0.000	- Sin Departamento -
1002728	CUBIERTA 275 14 RUSTONE	$15953.00	$26000.00	$0.00	5.00	0.000	- Sin Departamento -
1891	CUBIERTA 275 17 ATLANTIC 	$22213.00	$35540.00	$0.00	5.00	0.000	- Sin Departamento -
1796	CUBIERTA 275 17 JOURNEY 	$19990.00	$32000.00	$0.00	1.00	0.000	- Sin Departamento -
1457	CUBIERTA 275 18 DROCK 	$22250.00	$35000.00	$0.00	1.00	0.000	- Sin Departamento -
67	CUBIERTA 275 18 RUSTONE 	$18050.00	$31000.00	$0.00	0.00	0.000	- Sin Departamento -
1630	CUBIERTA 275 21 ATLANTIC 	$24090.00	$43000.00	$0.00	0.00	0.000	- Sin Departamento -
1002740	CUBIERTA 300 18 JOURNEY	$29300.00	$45000.00	$0.00	1.00	0.000	- Sin Departamento -
1743	CUBIERTA 300 18 RUSTONE	$25000.00	$40000.00	$0.00	2.00	0.000	- Sin Departamento -
1322	CUBIERTA 300 21 NOMADA	$46869.00	$74000.00	$0.00	5.00	0.000	- Sin Departamento -
1688	CUBIERTA 410 18 NOMADA 	$51210.00	$81000.00	$0.00	2.00	0.000	- Sin Departamento -
1321	CUBIERTA 410 18 RUSTONE	$39330.00	$58000.00	$0.00	1.00	0.000	- Sin Departamento -
1376	CUBIERTA 460 18 DROCK 	$56615.00	$90600.00	$0.00	1.00	0.000	- Sin Departamento -
18944	CUBIERTA 80 100 14 DROCK 	$19500.00	$32000.00	$0.00	3.00	0.000	- Sin Departamento -
1689	CUBIERTA 80 100 21 CON TACOS 	$32640.00	$55800.00	$0.00	0.00	0.000	- Sin Departamento -
68	CUBIERTA 80/100/14 JOURNEY	$21040.00	$34000.00	$0.00	3.00	0.000	- Sin Departamento -
1368	CUBIERTA 90 90 18 ATLANTIC	$30600.00	$49000.00	$0.00	3.00	0.000	- Sin Departamento -
70	CUBIERTA 90 90 19 DROCK 	$57500.00	$86250.00	$0.00	1.00	0.000	- Sin Departamento -
1861	CUBRE AMORTIGUADOR ALTO IMPACTO	$2000.00	$4500.00	$0.00	6.00	0.000	- Sin Departamento -
1309	CUBRE AMORTIGUADOR LFM	$3060.00	$5500.00	$0.00	4.00	0.000	- Sin Departamento -
1413	CUBRE BARRAL AZUL SMASH PAR 	$7150.00	$11450.00	$0.00	1.00	0.000	- Sin Departamento -
1414	CUBRE BARRAL ROJO WAVE NF PAR	$7735.00	$12500.00	$0.00	3.00	0.000	- Sin Departamento -
1412	CUBRE BARRAL WAVE NEGRO PAR 	$5460.00	$9350.00	$0.00	0.00	0.000	- Sin Departamento -
1411	CUBRE BARRALES SMASH NEGRO PAR 	$5850.00	$9800.00	$0.00	1.00	0.000	- Sin Departamento -
1607	CUBRE CADENA H TITAN 150 	$3500.00	$7000.00	$0.00	1.00	0.000	- Sin Departamento -
1455	CUBRE CADENA RX 150 	$3520.00	$5700.00	$0.00	0.00	0.000	- Sin Departamento -
 7815V	CUBRE CADENA SMASH 110	$3500.00	$6500.00	$0.00	5.00	0.000	- Sin Departamento -
1773	CUBRE CADENA WAVE ORIGINAL	$20550.00	$32900.00	$0.00	0.00	0.000	- Sin Departamento -
1774	CUBRE MANOS COMPETICION ROJO/NEGRO	$11570.00	$19000.00	$0.00	0.00	0.000	- Sin Departamento -
1344	CUBRE OPTICA NEGRO/BLANCO	$8060.00	$13000.00	$0.00	0.00	0.000	- Sin Departamento -
1427	CUBRE OPTICA ROJO 	$7670.00	$12300.00	$0.00	0.00	0.000	- Sin Departamento -
1547	CUBRE OPTICA WAVE NEW 110S	$12500.00	$20000.00	$0.00	1.00	0.000	- Sin Departamento -
1228	CUBRE PALANCA DE CAMBIO SMASH SM	$880.00	$1600.00	$0.00	16.00	2	- Sin Departamento -
1785	CUBRE PIERNAS SMASH	$14700.00	$23500.00	$0.00	0.00	0.000	- Sin Departamento -
1709	CUBRE RAYOS 	$5000.00	$10000.00	$0.00	1.00	0.000	- Sin Departamento -
1002653	CUBRE TABLERO WAVE MODELO VIEJO 	$14380.00	$25000.00	$0.00	1.00	0.000	- Sin Departamento -
1684	CUBRE TABLERO WAVE NEW 	$13450.00	$23500.00	$0.00	1.00	0.000	- Sin Departamento -
1318	CUBRE VELOCIMETRO SMASH 	$7020.00	$11200.00	$0.00	1.00	0.000	- Sin Departamento -
1549	CURVA DE ESCAPE RX150 	$5600.00	$10000.00	$0.00	3.00	0.000	- Sin Departamento -
1297	CURVA DE ESCAPE WAVE S NEW	$4340.00	$7400.00	$0.00	1.00	0.000	- Sin Departamento -
30019	CURVA ESCAPE 110 RIDERS 	$2720.00	$5500.00	$0.00	3.00	0.000	- Sin Departamento -
842	DEPOSITO LIQUIDO FRENO UNIVERSAL 	$1240.00	$2300.00	$0.00	5.00	0.000	- Sin Departamento -
1004868	DESTELLADOR 110 FORTE	$1550.00	$3000.00	$0.00	2.00	0.000	- Sin Departamento -
1002838	DESTELLADOR 12V 2 PATAS YAKAWA	$2125.00	$3500.00	$0.00	9.00	0.000	- Sin Departamento -
2912	DISCO DE EMBRAGUE 110 (AR)	$6100.00	$10000.00	$0.00	5.00	0.000	- Sin Departamento -
1685	DISCO DE EMBRAGUE 110 CKM	$2780.00	$5000.00	$0.00	6.00	0.000	- Sin Departamento -
1687	DISCO DE EMBRAGUE 110 OSAKA 	$1690.00	$4000.00	$0.00	0.00	0.000	- Sin Departamento -
1513	DISCO DE EMBRAGUE 6PZAS BAJAJ 200 	$4900.00	$9500.00	$0.00	2.00	0.000	- Sin Departamento -
2101	DISCO DE EMBRAGUE AR COMPETICION SMASH 	$9770.00	$15700.00	$0.00	3.00	0.000	- Sin Departamento -
1002904	DISCO DE EMBRAGUE CG 125 RX 150 5PZS 	$3100.00	$5520.00	$0.00	0.00	1	- Sin Departamento -
2517	DISCO DE EMBRAGUE CG RX STORM AR	$8840.00	$14200.00	$0.00	3.00	0.000	- Sin Departamento -
1478	DISCO DE EMBRAGUE RX150/STORM/CG125	$2975.00	$6300.00	$0.00	5.00	0.000	- Sin Departamento -
1002902	DISCO DE EMBRAGUE SMASH M BIT 3 DISCOS 	$2375.00	$5000.00	$0.00	20.00	0.000	- Sin Departamento -
1721	DISCO DE EMBRAGUE TITAN 150 CILBRAKE 	$3250.00	$5200.00	$0.00	0.00	0.000	- Sin Departamento -
1477	DISCO DE EMBRAGUE TITAN 150 YAKAWA 	$2630.00	$4800.00	$0.00	0.00	0.000	- Sin Departamento -
1779	DISCO DE EMBRAGUE TITAN/STORM OTRAS	$9450.00	$15200.00	$0.00	2.00	0.000	- Sin Departamento -
 CKM0278	DISCO DE EMBRAGUE TORNADO/TWISTER 	$7320.00	$12500.00	$0.00	3.00	0.000	- Sin Departamento -
2507	DISCO DE EMBRAGUE WAVE AR 	$8220.00	$13200.00	$0.00	12.00	0.000	- Sin Departamento -
10	DISCO DE EMBRAGUE WAVE BIZ. YAKAWA 	$2250.00	$5000.00	$0.00	2.00	0.000	- Sin Departamento -
1791	DISCO DE EMBRAGUE WAVE VINI 	$5900.00	$10000.00	$0.00	2.00	0.000	- Sin Departamento -
1778	DISCO DE EMBRAGUE WSTANDARD WAVE	$7500.00	$12000.00	$0.00	1.00	0.000	- Sin Departamento -
1002907	DISCO DE EMBRAGUE YAMAHA CRYPTON 	$2875.00	$4600.00	$0.00	3.00	0.000	- Sin Departamento -
 DEMCR	DISCO DE EMBRAGUE YAMAHA CRYPTON OSAKA	$2890.00	$4650.00	$0.00	1.00	0.000	- Sin Departamento -
1002909	DISCO DE EMMBRAGUE YBR 125 	$2730.00	$4590.00	$0.00	2.00	0.000	- Sin Departamento -
 CKM0081	DISCOS DE EMBRAGUE 110 C90 	$2990.00	$5100.00	$0.00	3.00	0.000	- Sin Departamento -
 MX104400013	DISCOS DE EMBRAGUE BIZ 125 MAX5	$4350.00	$7000.00	$0.00	4.00	0.000	- Sin Departamento -
1002903	DISCOS DE EMBRAGUE H WAVE- BIZ 100 FORTE	$2360.00	$4500.00	$0.00	7.00	0.000	- Sin Departamento -
 DEMCG4	DISCOS DE EMBRAGUE TITAN 125 	$2660.00	$4300.00	$0.00	2.00	0.000	- Sin Departamento -
1404	DISCOS DE EMBRAGUE YBR125 YAKAWA 	$2630.00	$4330.00	$0.00	3.00	0.000	- Sin Departamento -
1871	EJE DE CABALLETE SMASH 110 	$2460.00	$4500.00	$0.00	5.00	0.000	- Sin Departamento -
1311	EJE DE CAMBIO 110 CORTO COMPLETO MAX5	$6000.00	$12400.00	$0.00	3.00	0.000	- Sin Departamento -
1003395	EJE DE CAMBIO 110 LARGO SMASH FORTE COMPLETO	$9625.00	$16400.00	$0.00	3.00	0.000	- Sin Departamento -
1008976	EJE DE CAMBIO LARGO BIZ 100 FORTE	$6370.00	$11500.00	$0.00	2.00	0.000	- Sin Departamento -
1510	EJE DE CAMBIO SKUA 150 NSU	$8450.00	$14400.00	$0.00	3.00	0.000	- Sin Departamento -
 Z390931	EJE DE HORQUILLON SMASH 	$2334.00	$4000.00	$0.00	1.00	0.000	- Sin Departamento -
 ZV039	EJE DE HORQUILLON SMASH CON TOPE 	$2940.00	$4700.00	$0.00	11.00	0.000	- Sin Departamento -
 REARFORK	EJE DE HORQUILLON STORM RX150	$2680.00	$4300.00	$0.00	1.00	0.000	- Sin Departamento -
1310	EJE DE PATADA SMASH CORTO SPARTA 	$12860.00	$20580.00	$0.00	0.00	0.000	- Sin Departamento -
1786	EJE DE RUEDA DELANTERA 10MM	$1600.00	$3000.00	$0.00	9.00	0.000	- Sin Departamento -
1562	EJE DE RUEDA DELANTERA RX150 	$2600.00	$4420.00	$0.00	3.00	0.000	- Sin Departamento -
1648	EJE DE RUEDA DELANTERA WAVE 12X235	$2890.00	$4700.00	$0.00	0.00	0.000	- Sin Departamento -
 9293V	EJE DE RUEDA DELANTERO SMASH A TAMBOR 	$1880.00	$3500.00	$0.00	3.00	0.000	- Sin Departamento -
 B1200	EJE DE RUEDA TRASERA MOTOMEL SKUA 150 15X310	$1750.00	$7050.00	$0.00	4.00	1	- Sin Departamento -
71071	EJE DE RUEDA TRASERA SMASH 	$1820.00	$3500.00	$0.00	7.00	0.000	- Sin Departamento -
 Z390929	EJE DE RUEDA TRASERA SMASH FAR 12X215	$2290.00	$3900.00	$0.00	0.00	1	- Sin Departamento -
1545	EJE DE RUEDA TRASERA TITAN 150	$3770.00	$6500.00	$0.00	3.00	0.000	- Sin Departamento -
 B1284	EJE DE RUEDA TRASERO H.BROSS 14X1290	$2250.00	$7050.00	$0.00	2.00	0.000	- Sin Departamento -
1649	EJE DE RUEDA TRASERO TORNADO 250 	$6110.00	$9800.00	$0.00	2.00	0.000	- Sin Departamento -
 PI027	EJE TRASERO HONDA WAVE	$2820.00	$4500.00	$0.00	0.00	0.000	- Sin Departamento -
1419	ELASTICO CON GANCHOS REGULABLES 	$2420.00	$3870.00	$0.00	1.00	0.000	- Sin Departamento -
1853	ELEVADORES DE MANUBRIO 	$12000.00	$24000.00	$0.00	2.00	0.000	- Sin Departamento -
1874	EMBRAGUE CENTRIFUGO BIZ 125 	$21450.00	$34400.00	$0.00	1.00	0.000	- Sin Departamento -
1612	EMBRAGUE CENTRIFUGO CON CAMPANA WAVE 	$38350.00	$61300.00	$0.00	0.00	0.000	- Sin Departamento -
1855	ENGRANAJE DE DISTRIBUCION YBR 125	$2340.00	$4000.00	$0.00	5.00	0.000	- Sin Departamento -
1609	ENGRANAJE PRIMARIO SMASH/ WAVE 	$15060.00	$24100.00	$0.00	0.00	0.000	- Sin Departamento -
1517	ESCAPE 110 STAGE 1 PAOLUCCI	$86400.00	$120000.00	$0.00	1.00	0.000	- Sin Departamento -
1622	ESCAPE PAOLUCCI RX150 	$104390.00	$167000.00	$0.00	0.00	0.000	- Sin Departamento -
1650	ESCAPE SMASH/BLITZ CROMADO ECO	$31170.00	$49900.00	$0.00	1.00	0.000	- Sin Departamento -
1516	ESCAPE ZANELLA ZB NEGRO 	$26650.00	$42600.00	$0.00	1.00	0.000	- Sin Departamento -
1620	ESPARRAGO 6MM 	$225.00	$500.00	$0.00	18.00	0.000	- Sin Departamento -
1763	ESPARRAGO 6MM X 40	$160.00	$500.00	$0.00	100.00	0.000	- Sin Departamento -
1619	ESPARRAGO 7M X 6M	$350.00	$700.00	$0.00	10.00	0.000	- Sin Departamento -
1618	ESPARRAGO 8MM PARA 150 	$170.00	$300.00	$0.00	12.00	0.000	- Sin Departamento -
1563	ESPARRAGO CILINDRO 110 CORTO 	$810.00	$1400.00	$0.00	8.00	0.000	- Sin Departamento -
97110	ESPARRAGO CORONA WAVE NEW 	$935.00	$2000.00	$0.00	10.00	0.000	- Sin Departamento -
 8371V	ESPARRAGO CORTO SMASH X2	$1000.00	$2000.00	$0.00	17.00	0.000	- Sin Departamento -
1564	ESPARRAGO DE CILINDRO LARGO 	$700.00	$1900.00	$0.00	3.00	0.000	- Sin Departamento -
 ZX840	ESPEJO GILERA SMASH OSAKA	$3900.00	$9000.00	$0.00	12.00	0.000	- Sin Departamento -
 ESP9932E	ESPEJO HONDA BIZ 105 REDONDO	$5120.00	$9000.00	$0.00	3.00	0.000	- Sin Departamento -
1421	ESPEJO HONDA CG TITAN	$6890.00	$12400.00	$0.00	3.00	0.000	- Sin Departamento -
1675	ESPEJO HONDA WAVE NEW OSAKA	$4490.00	$9200.00	$0.00	5.00	0.000	- Sin Departamento -
 MIRROR	ESPEJO SKUA 150 OSAKA	$5135.00	$9500.00	$0.00	1.00	0.000	- Sin Departamento -
 G1280MT	ESPEJO SMASH 110 CILBRAKE 	$3710.00	$9000.00	$0.00	4.00	0.000	- Sin Departamento -
1005029	ESPEJO SMASH FORTE 	$4020.00	$9500.00	$0.00	2.00	0.000	- Sin Departamento -
1623	ESPEJO SMASH TUNING BZO ALUMINO DE GATO 	$8750.00	$14000.00	$0.00	1.00	0.000	- Sin Departamento -
 REF1113	ESPEJO WAVE/ YBR / CRYPTON CILBRAKE	$5115.00	$9000.00	$0.00	2.00	0.000	- Sin Departamento -
1890	ESPEJOS RIZOMAS UNIVERSALES 	$16000.00	$32000.00	$0.00	2.00	0.000	- Sin Departamento -
 MOTESP125	ESPEJOS YBR 125/ CRIPTON 	$8795.00	$14000.00	$0.00	3.00	0.000	- Sin Departamento -
 PG106000009	ESTATOR 12 CAMPOS YAMAHA NEW CRYPTON 	$20150.00	$32300.00	$0.00	1.00	0.000	- Sin Departamento -
1004742	ESTATOR 2 BOBINA ZANELLA ZB110 	$14020.00	$22900.00	$0.00	1.00	0.000	- Sin Departamento -
 RES022	ESTATOR 6 CAMPOS BHI	$12200.00	$19500.00	$0.00	0.00	0.000	- Sin Departamento -
 ZV219	ESTATOR 6 CAMPOS OSAKA	$10530.00	$18000.00	$0.00	0.00	0.000	- Sin Departamento -
1750	ESTATOR 6 CAMPOS PAG SMASH/WAVE V	$18850.00	$30200.00	$0.00	4.00	0.000	- Sin Departamento -
1002840	ESTATOR 6 CAMPOS SMASH FORTE	$13690.00	$21900.00	$0.00	5.00	0.000	- Sin Departamento -
 RES467	ESTATOR 8 CAMPOS BHI SMASH 	$9210.00	$18000.00	$0.00	0.00	0.000	- Sin Departamento -
 ZV1219	ESTATOR 8 CAMPOS LUZ SIEMPRE ENCENDIDA 	$13390.00	$22000.00	$0.00	1.00	0.000	- Sin Departamento -
 RES115	ESTATOR 8 CAMPOS SKUA/RX150 BHI	$11080.00	$20000.00	$0.00	1.00	0.000	- Sin Departamento -
1749	ESTATOR 8 CAMPOS SMASH PAG 	$24700.00	$39500.00	$0.00	2.00	0.000	- Sin Departamento -
1007320	ESTATOR 8 CAMPOS SMASH/ZB110 	$14010.00	$19620.00	$0.00	0.00	0.000	- Sin Departamento -
 SAM095	ESTATOR 9 CAMPOS OSAKA TRIFASICO 	$14700.00	$27500.00	$0.00	2.00	0.000	- Sin Departamento -
1004415	ESTATOR 9 CAMPOS SMAH 110 FORTE	$15970.00	$25800.00	$0.00	0.00	0.000	- Sin Departamento -
 PG106000016	ESTATOR CG TITAN 150 PAG	$18850.00	$30200.00	$0.00	2.00	0.000	- Sin Departamento -
 PG106000010	ESTATOR HONDA BIZ 125 PAG	$14050.00	$23200.00	$0.00	2.00	0.000	- Sin Departamento -
 346RX	ESTATOR RX 150 NEW OSAKA	$11790.00	$22500.00	$0.00	3.00	0.000	- Sin Departamento -
1738	ESTATOR SKUA 8 CAMPOS PAG 	$16140.00	$26000.00	$0.00	0.00	0.000	- Sin Departamento -
 NWEST	ESTATOR WAVE NEW 12 CAMPOS OSAKA	$17630.00	$28300.00	$0.00	1.00	0.000	- Sin Departamento -
1002845	ESTATOR YBR125	$15820.00	$26000.00	$0.00	1.00	0.000	- Sin Departamento -
1004743	ESTATOR ZANELLA RX SKUA FORTE	$14170.00	$24400.00	$0.00	0.00	0.000	- Sin Departamento -
643	ESTATOR ZANELLA RX150 SKUA 150	$13770.00	$23000.00	$0.00	4.00	0.000	- Sin Departamento -
1832	ESTIRA CADENA ANONIZADO COLORES	$3500.00	$8000.00	$0.00	2.00	0.000	- Sin Departamento -
1747	ESTIRA CADENA CRYPTON 	$460.00	$1500.00	$0.00	97.00	0.000	- Sin Departamento -
 B1158	ESTIRA CADENA REDONDO 18MM 	$200.00	$2000.00	$0.00	11.00	5	- Sin Departamento -
2334	ESTIRA CADENA RX150/ STORM 125 	$4215.00	$6800.00	$0.00	7.00	0.000	- Sin Departamento -
1249	ESTIRA CADENA SKUA 150 PAR 	$2310.00	$4000.00	$0.00	1.00	0.000	- Sin Departamento -
 B1067	ESTIRA CADENA SMASH AUGERO CHICO	$465.00	$1500.00	$0.00	1.00	5	- Sin Departamento -
1746	ESTIRA CADENA TITAN 150 15MM	$460.00	$1500.00	$0.00	43.00	0.000	- Sin Departamento -
 B1068	ESTIRA CADENA WAVE CUADRADO AUGERO 18	$565.00	$1500.00	$0.00	35.00	1	- Sin Departamento -
1730	ESTIRA CADENA YBR 125 	$2320.00	$3900.00	$0.00	3.00	0.000	- Sin Departamento -
471	FARO AUXILIAR METALIZADO CON CRISTAL 	$7000.00	$11700.00	$0.00	3.00	0.000	- Sin Departamento -
1004612	FARO DELANTERO H TITAN 150 VC 	$14700.00	$23900.00	$0.00	0.00	0.000	- Sin Departamento -
51480	FARO TRASERO CRYPTON MV 	$14170.00	$22680.00	$0.00	0.00	0.000	- Sin Departamento -
 SK044	FARO TRASERO SKUA 150 	$6950.00	$12000.00	$0.00	0.00	0.000	- Sin Departamento -
 ZV609YR	FARO TRASERO SMASH AMBAR OSAKA 	$8450.00	$15000.00	$0.00	1.00	0.000	- Sin Departamento -
 ZV609C	FARO TRASERO SMASH CRISTAL OSAKA	$8000.00	$15000.00	$0.00	2.00	0.000	- Sin Departamento -
1515	FARO TRASERO SMASH FUME 	$10335.00	$17500.00	$0.00	0.00	0.000	- Sin Departamento -
 LP006	FARO TRASERO TITAN 150	$6920.00	$12400.00	$0.00	0.00	0.000	- Sin Departamento -
1466	FARO TRASERO WAVE ROJO/AMBAR	$10880.00	$19000.00	$0.00	3.00	0.000	- Sin Departamento -
1472	FASTIX GRIS MOTORES 25G 	$5375.00	$8000.00	$0.00	6.00	0.000	- Sin Departamento -
1293	FASTIX ROJO TEMPERATURA 25G	$4775.00	$7500.00	$0.00	9.00	0.000	- Sin Departamento -
1002924	FILTR0 DE AIRE CONICO 35MM 	$3490.00	$5940.00	$0.00	0.00	0.000	- Sin Departamento -
1712	FILTRO BMB 39 X 150 RECTO CON RESORTE	$10550.00	$16900.00	$0.00	5.00	0.000	- Sin Departamento -
1776	FILTRO BMB 43 X 150 CON RESORTE 	$10310.00	$16500.00	$0.00	2.00	0.000	- Sin Departamento -
1817	FILTRO BMB BOCA 39 ALTURA 45 CONICO 	$7100.00	$12100.00	$0.00	2.00	0.000	- Sin Departamento -
1677	FILTRO BMB BOCA 39 X 100 RECTO CON RESORTE 	$9390.00	$15000.00	$0.00	3.00	0.000	- Sin Departamento -
